FILE INFORMATION:

   Simulation name: OSP-NM
   Simulation type: Realistic
   Domain:  
   dt: 1
   days: 740
   depth: 250
   strt_mon: 1
   strt_day: 1
   dt_save: 1
   lat: 50
   diagnostics: 1
   wind_scale: 1
   o2_sat_start: 1
   sat_start: 1
   wind_beta: 0.5
   param: l13
   sname: OSP-NM (no mixing)

DATA:

time [ ],mld_t [ ],deep_t [ ],mld_s [ ],deep_s [ ],deep_dens [ ],u10 [ ],ice [ ],slp [ ],do2ar [ ],do2n2 [ ],mld [ ],mld_o2sat [ ],mld_arsat [ ],mld_n2sat [ ],ceq_o2 [ ],ceq_ar [ ],ceq_n2 [ ],o2_deep [ ],ar_deep [ ],n2_deep [ ],o2_fd [ ],o2_fc [ ],o2_fp [ ],o2_fk [ ],o2_fw [ ],o2_fN [ ],o2_fe [ ],ar_fd [ ],ar_fc [ ],ar_fp [ ],ar_fk [ ],ar_fw [ ],ar_fe [ ],n2_fd [ ],n2_fc [ ],n2_fp [ ],n2_fk [ ],n2_fw [ ],n2_fe [ ],o2_deq [ ],ar_deq [ ],n2_deq [ ],upw [ ],kz [ ],dn2ar_deep [ ],n2fix [ ],n2pr [ ],n2pr_noMix [ ],dZ [ ],arsat_deep [ ]
142.000,6.744,6.349,32.701,32.696,1026.044,7.186,0.000,1006.960,2.899,2.680,53.866,104.865,101.910,102.128,306.976,15.036,556.804,316.201,15.302,566.811,-0.586,0.010,-0.074,-0.000,-0.000,0.319,0.000,-0.013,0.000,-0.001,-0.000,-0.000,0.000,-0.441,0.037,-0.038,-0.000,-0.000,0.000,0.004,0.003,0.005,0.000,0.000,0.097,0.000,101.890,101.890,23.100,1.005
143.000,6.772,6.377,32.698,32.696,1026.036,6.899,0.000,1004.880,2.884,2.657,52.768,105.081,102.136,102.362,305.988,14.988,555.036,316.337,15.293,566.502,-0.623,0.010,-0.080,-0.000,-0.000,0.312,0.000,-0.015,0.000,-0.001,-0.000,-0.000,0.000,-0.497,0.037,-0.046,-0.000,-0.000,0.000,0.004,0.003,0.005,0.000,0.000,0.096,0.000,102.116,102.116,23.256,1.005
144.000,6.812,6.406,32.695,32.696,1026.028,5.610,0.000,1006.380,2.872,2.637,51.671,105.239,102.301,102.535,305.165,14.948,553.576,316.501,15.284,566.179,-0.628,0.009,-0.076,-0.000,-0.000,0.305,0.000,-0.015,0.000,-0.001,-0.000,-0.000,0.000,-0.522,0.032,-0.048,-0.000,-0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.095,0.000,102.282,102.282,23.412,1.006
145.000,6.880,6.436,32.694,32.695,1026.019,6.923,0.000,1007.780,2.880,2.645,50.573,105.099,102.157,102.391,305.344,14.957,553.944,316.876,15.274,565.839,-0.504,0.004,-0.044,-0.000,-0.000,0.299,0.000,-0.012,0.000,-0.001,-0.000,-0.000,0.000,-0.407,0.015,-0.028,-0.000,-0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.094,0.000,102.141,102.141,23.502,1.006
146.000,6.934,6.468,32.695,32.695,1026.010,7.711,0.000,1011.340,2.858,2.624,49.476,104.987,102.070,102.303,305.291,14.954,553.923,317.351,15.264,565.490,-0.629,0.009,-0.076,-0.000,-0.000,0.294,0.000,-0.015,0.000,-0.001,-0.000,-0.000,0.000,-0.499,0.034,-0.044,-0.000,-0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.092,0.000,102.052,102.052,23.516,1.006
147.000,6.976,6.499,32.696,32.695,1026.001,6.422,0.000,1017.280,2.812,2.576,48.520,104.600,101.740,101.973,305.987,14.989,555.247,317.741,15.254,565.138,-0.667,0.014,-0.093,-0.000,-0.000,0.289,0.000,-0.014,0.001,-0.001,-0.000,-0.000,0.000,-0.490,0.053,-0.041,-0.000,-0.000,0.000,0.004,0.004,0.006,0.000,0.000,0.090,0.000,101.724,101.724,23.568,1.006
148.000,7.030,6.531,32.696,32.694,1025.992,6.207,0.000,1019.300,2.788,2.558,47.585,104.011,101.190,101.417,307.485,15.062,558.011,317.981,15.243,564.780,-0.490,0.007,-0.050,-0.000,-0.000,0.285,0.000,-0.008,0.000,-0.000,0.000,0.000,0.000,-0.297,0.027,-0.015,-0.000,-0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.089,0.000,101.177,101.177,23.429,1.006
149.000,7.094,6.562,32.696,32.694,1025.982,6.828,0.000,1019.580,2.767,2.545,46.610,103.863,101.067,101.285,307.713,15.073,558.485,318.219,15.233,564.424,-0.466,0.006,-0.045,-0.000,-0.000,0.282,0.000,-0.007,0.000,-0.000,0.000,0.000,0.000,-0.266,0.024,-0.011,-0.000,-0.000,0.000,0.003,0.002,0.004,0.000,0.000,0.087,0.000,101.061,101.061,23.183,1.006
150.000,7.168,6.596,32.696,32.694,1025.971,6.446,0.000,1021.440,2.729,2.516,45.451,103.891,101.131,101.342,307.344,15.056,557.887,318.282,15.222,564.040,-0.530,0.009,-0.059,-0.000,-0.000,0.282,0.000,-0.009,0.000,-0.000,-0.000,-0.000,0.000,-0.313,0.035,-0.014,-0.000,-0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.084,0.000,101.134,101.134,22.937,1.006
151.000,7.254,6.630,32.695,32.693,1025.958,5.706,0.000,1021.840,2.699,2.496,44.049,103.793,101.066,101.266,307.382,15.058,558.038,318.321,15.211,563.655,-0.500,0.008,-0.051,-0.000,-0.000,0.285,0.000,-0.008,0.000,-0.000,-0.000,-0.000,0.000,-0.286,0.029,-0.012,-0.000,-0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.082,0.000,101.076,101.076,22.691,1.006
152.000,7.340,6.661,32.694,32.693,1025.946,6.231,0.000,1022.280,2.684,2.494,42.585,103.887,101.171,101.359,306.899,15.034,557.255,318.334,15.201,563.296,-0.466,0.005,-0.040,-0.000,-0.000,0.290,0.000,-0.008,0.000,-0.000,-0.000,-0.000,0.000,-0.280,0.019,-0.013,-0.000,-0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.080,0.000,101.185,101.185,22.445,1.006
153.000,7.404,6.685,32.693,32.693,1025.936,6.517,0.000,1025.060,2.656,2.476,41.366,103.949,101.260,101.438,306.431,15.012,556.501,318.240,15.194,563.031,-0.539,0.007,-0.053,-0.000,-0.000,0.295,0.000,-0.010,0.000,-0.000,-0.000,-0.000,0.000,-0.336,0.027,-0.017,-0.000,-0.000,0.000,0.003,0.002,0.004,0.000,0.000,0.077,0.000,101.274,101.274,22.199,1.006
154.000,7.476,6.708,32.693,32.693,1025.927,6.064,0.000,1026.400,2.618,2.445,40.146,103.720,101.074,101.245,306.816,15.031,557.272,318.148,15.186,562.768,-0.549,0.009,-0.056,-0.000,-0.000,0.301,0.000,-0.009,0.000,-0.000,-0.000,-0.000,0.000,-0.314,0.033,-0.013,-0.000,-0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.074,0.000,101.095,101.095,21.953,1.006
155.000,7.534,6.731,32.693,32.693,1025.915,4.822,0.000,1027.560,2.592,2.428,38.610,103.671,101.052,101.214,306.714,15.026,557.166,318.053,15.179,562.513,-0.518,0.007,-0.048,-0.000,-0.000,0.312,0.000,-0.008,0.000,-0.000,-0.000,-0.000,0.000,-0.294,0.026,-0.012,-0.000,-0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.071,0.000,101.075,101.075,21.707,1.006
156.000,7.588,6.752,32.693,32.693,1025.906,4.560,0.000,1027.920,2.595,2.439,37.427,103.647,101.026,101.180,306.655,15.023,557.124,317.941,15.173,562.280,-0.422,0.003,-0.027,0.000,0.000,0.322,0.000,-0.007,0.000,-0.000,-0.000,-0.000,0.000,-0.235,0.011,-0.008,-0.000,-0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.068,0.000,101.053,101.053,21.461,1.006
157.000,7.646,6.772,32.694,32.693,1025.898,4.870,0.000,1025.660,2.604,2.454,36.677,103.700,101.068,101.216,306.385,15.010,556.693,317.831,15.167,562.048,-0.417,0.002,-0.025,0.000,0.000,0.330,0.000,-0.007,0.000,-0.000,-0.000,-0.000,0.000,-0.236,0.009,-0.008,-0.000,-0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.065,0.000,101.098,101.098,21.228,1.006
158.000,7.694,6.793,32.694,32.693,1025.891,4.942,0.000,1021.860,2.607,2.462,35.951,104.003,101.360,101.503,305.307,14.958,554.798,317.723,15.160,561.817,-0.494,0.003,-0.033,0.000,0.000,0.339,0.000,-0.009,0.000,-0.000,-0.000,-0.000,0.000,-0.320,0.012,-0.014,-0.000,-0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.062,0.000,101.390,101.390,20.982,1.006
159.000,7.748,6.815,32.693,32.693,1025.884,5.443,0.000,1017.560,2.612,2.466,35.220,104.417,101.759,101.905,303.843,14.886,552.191,317.742,15.153,561.562,-0.565,0.004,-0.040,0.000,0.000,0.349,0.000,-0.013,0.000,-0.001,-0.000,-0.000,0.000,-0.420,0.013,-0.022,-0.000,-0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.059,0.000,101.793,101.793,20.736,1.006
160.000,7.814,6.838,32.693,32.692,1025.876,7.019,0.000,1015.320,2.608,2.455,34.549,104.853,102.188,102.340,302.195,14.805,549.255,317.761,15.146,561.307,-0.701,0.005,-0.058,0.000,0.000,0.360,0.000,-0.018,0.000,-0.001,0.000,0.000,0.000,-0.583,0.019,-0.039,-0.000,-0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.056,0.000,102.224,102.224,20.490,1.006
161.000,7.888,6.857,32.695,32.692,1025.870,7.878,0.000,1015.280,2.565,2.397,33.939,105.005,102.378,102.546,301.079,14.751,547.297,317.797,15.141,561.093,-0.967,0.014,-0.121,0.000,0.000,0.372,0.000,-0.026,0.001,-0.003,0.000,0.000,0.000,-0.846,0.053,-0.081,-0.000,-0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.052,0.000,102.421,102.421,20.261,1.006
162.000,7.956,6.872,32.696,32.692,1025.864,8.403,0.000,1016.200,2.501,2.314,33.329,104.899,102.340,102.527,300.560,14.726,546.434,317.854,15.136,560.924,-1.094,0.023,-0.162,0.000,0.000,0.384,0.000,-0.029,0.001,-0.003,0.000,0.000,0.000,-0.968,0.084,-0.106,-0.000,-0.000,0.000,0.005,0.004,0.006,0.000,0.000,0.048,0.000,102.387,102.387,20.081,1.006
163.000,8.022,6.889,32.695,32.692,1025.859,8.523,0.000,1015.940,2.424,2.216,32.720,104.664,102.188,102.395,300.366,14.716,546.156,317.904,15.131,560.727,-1.139,0.029,-0.183,0.000,0.000,0.397,0.000,-0.030,0.001,-0.003,0.000,0.000,0.000,-1.002,0.110,-0.113,0.000,0.000,0.000,0.005,0.005,0.007,0.000,0.000,0.045,0.000,102.237,102.237,20.081,1.007
164.000,8.060,6.906,32.694,32.692,1025.854,8.117,0.000,1017.780,2.349,2.122,32.110,104.544,102.144,102.371,299.846,14.691,545.282,317.944,15.126,560.527,-1.148,0.032,-0.187,0.000,0.000,0.411,0.000,-0.030,0.001,-0.003,0.000,0.000,0.000,-1.028,0.118,-0.116,0.000,0.000,0.000,0.005,0.005,0.008,0.000,0.000,0.041,0.000,102.194,102.194,20.025,1.007
165.000,8.094,6.924,32.689,32.692,1025.848,7.019,0.000,1018.460,2.291,2.049,31.500,104.198,101.864,102.106,300.133,14.705,545.845,317.973,15.120,560.323,-1.023,0.027,-0.151,0.000,0.000,0.425,0.000,-0.025,0.001,-0.002,0.000,0.000,0.000,-0.884,0.100,-0.086,0.000,0.000,0.000,0.005,0.005,0.007,0.000,0.000,0.037,0.000,101.918,101.918,19.839,1.007
166.000,8.108,6.942,32.680,32.692,1025.841,5.658,0.000,1017.740,2.270,2.021,30.854,104.033,101.724,101.973,300.113,14.704,545.848,317.994,15.115,560.112,-0.854,0.016,-0.101,0.000,0.000,0.441,0.000,-0.021,0.001,-0.002,0.000,0.000,0.000,-0.725,0.058,-0.059,0.000,0.000,0.000,0.003,0.003,0.005,0.000,0.000,0.033,0.000,101.778,101.778,19.610,1.007
167.000,8.134,6.961,32.672,32.692,1025.836,4.870,0.000,1015.640,2.289,2.035,30.585,104.034,101.705,101.959,299.822,14.690,545.336,318.016,15.109,559.891,-0.691,0.007,-0.059,0.000,0.000,0.452,0.000,-0.016,0.000,-0.001,0.000,0.000,0.000,-0.586,0.026,-0.038,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.030,0.000,101.761,101.761,19.380,1.007
168.000,8.202,6.981,32.669,32.692,1025.831,4.679,0.000,1016.800,2.331,2.075,30.280,104.234,101.860,102.116,299.043,14.652,543.949,318.039,15.103,559.662,-0.624,0.004,-0.043,0.000,0.000,0.464,0.000,-0.015,0.000,-0.001,0.000,0.000,0.000,-0.545,0.015,-0.030,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.026,0.000,101.924,101.924,19.151,1.007
169.000,8.280,7.002,32.664,32.692,1025.824,4.536,0.000,1018.340,2.379,2.128,29.528,104.215,101.793,102.043,298.933,14.647,543.823,318.062,15.096,559.425,-0.602,0.003,-0.039,0.000,0.000,0.484,0.000,-0.014,0.000,-0.001,0.000,0.000,0.000,-0.510,0.013,-0.026,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.023,0.000,101.860,101.860,18.905,1.007
170.000,8.366,7.025,32.662,32.692,1025.816,4.608,0.000,1019.660,2.432,2.189,28.854,104.189,101.715,101.957,298.871,14.644,543.795,318.104,15.089,559.166,-0.594,0.003,-0.036,0.000,0.000,0.503,0.000,-0.014,0.000,-0.001,0.000,0.000,0.000,-0.486,0.011,-0.024,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.020,0.000,101.785,101.785,18.659,1.007
171.000,8.476,7.054,32.663,32.692,1025.809,5.563,0.000,1018.980,2.483,2.250,28.401,104.203,101.678,101.910,298.683,14.635,543.547,318.237,15.079,558.830,-0.621,0.003,-0.039,0.000,0.000,0.519,0.000,-0.014,0.000,-0.001,0.000,0.000,0.000,-0.495,0.012,-0.024,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.018,0.000,101.752,101.752,18.413,1.007
172.000,8.594,7.085,32.663,32.692,1025.800,5.682,0.000,1018.480,2.509,2.283,27.641,104.412,101.857,102.081,297.746,14.590,541.961,318.363,15.069,558.477,-0.811,0.007,-0.069,0.000,0.000,0.541,0.000,-0.019,0.000,-0.001,0.000,0.000,0.000,-0.670,0.026,-0.044,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.015,0.000,101.933,101.933,18.167,1.007
173.000,8.674,7.118,32.661,32.691,1025.791,4.942,0.000,1017.000,2.533,2.313,27.019,104.597,102.013,102.232,296.817,14.544,540.396,318.481,15.059,558.105,-0.891,0.008,-0.079,0.000,0.000,0.561,0.000,-0.022,0.000,-0.002,0.000,0.000,0.000,-0.757,0.029,-0.053,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.013,0.000,102.083,102.083,17.921,1.007
174.000,8.732,7.152,32.660,32.691,1025.783,4.775,0.000,1015.920,2.583,2.363,26.516,104.826,102.187,102.407,295.863,14.498,538.745,318.593,15.048,557.716,-0.825,0.005,-0.059,0.000,0.000,0.579,0.000,-0.021,0.000,-0.001,0.000,0.000,0.000,-0.722,0.017,-0.043,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.011,0.000,102.253,102.253,17.675,1.007
175.000,8.814,7.186,32.661,32.691,1025.775,5.945,0.000,1014.480,2.640,2.414,26.110,104.969,102.270,102.495,295.166,14.464,537.539,318.566,15.037,557.330,-0.834,0.004,-0.057,0.000,0.000,0.596,0.000,-0.022,0.000,-0.001,0.000,0.000,0.000,-0.736,0.016,-0.043,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.009,0.000,102.339,102.339,17.429,1.007
176.000,8.902,7.221,32.661,32.690,1025.769,7.258,0.000,1013.700,2.658,2.423,26.171,105.105,102.384,102.618,294.209,14.417,535.884,318.471,15.025,556.937,-1.103,0.010,-0.108,0.000,0.000,0.602,0.000,-0.029,0.000,-0.002,0.000,0.000,0.000,-0.992,0.037,-0.079,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.007,0.000,102.455,102.455,17.183,1.007
177.000,8.950,7.257,32.661,32.690,1025.763,8.666,0.000,1013.420,2.627,2.375,26.232,105.077,102.388,102.639,293.409,14.378,534.519,318.349,15.014,556.530,-1.364,0.021,-0.182,0.000,0.000,0.608,0.000,-0.036,0.001,-0.004,0.000,0.000,0.000,-1.238,0.079,-0.129,0.000,0.000,0.000,0.004,0.004,0.005,0.000,0.000,0.006,0.000,102.454,102.454,16.937,1.007
178.000,8.986,7.294,32.664,32.689,1025.755,10.337,0.000,1012.440,2.539,2.256,26.049,104.810,102.215,102.498,293.016,14.359,533.856,318.199,15.002,556.110,-1.573,0.042,-0.271,0.000,0.000,0.619,0.000,-0.041,0.002,-0.005,0.000,0.000,0.000,-1.417,0.157,-0.175,0.000,0.000,0.000,0.006,0.005,0.008,0.000,0.000,0.004,0.000,102.273,102.273,16.692,1.007
179.000,9.018,7.331,32.668,32.689,1025.749,11.173,0.000,1010.920,2.382,2.054,26.049,104.485,102.054,102.382,292.494,14.334,532.941,317.946,14.990,555.694,-1.809,0.084,-0.393,0.000,0.000,0.626,0.000,-0.047,0.004,-0.006,0.000,0.000,0.000,-1.645,0.313,-0.225,0.000,0.000,0.000,0.008,0.008,0.012,0.000,0.000,0.003,0.000,102.116,102.116,16.446,1.007
180.000,9.014,7.365,32.673,32.688,1025.743,10.337,0.000,1009.160,2.205,1.830,26.110,104.187,101.939,102.314,291.841,14.302,531.785,317.474,14.978,555.308,-1.857,0.116,-0.438,0.000,0.000,0.631,0.000,-0.049,0.005,-0.005,0.000,0.000,0.000,-1.742,0.433,-0.237,0.000,0.000,0.000,0.010,0.010,0.014,0.000,0.000,0.002,0.000,102.002,102.002,16.200,1.007
181.000,8.992,7.401,32.673,32.688,1025.737,9.335,0.000,1006.820,2.100,1.697,26.293,103.957,101.819,102.223,291.351,14.278,530.887,316.963,14.967,554.909,-1.572,0.084,-0.322,0.000,0.000,0.633,0.000,-0.041,0.004,-0.004,0.000,0.000,0.000,-1.524,0.312,-0.190,0.000,0.000,0.000,0.008,0.008,0.012,0.000,0.000,0.001,0.000,101.880,101.880,15.954,1.007
182.000,9.012,7.438,32.676,32.687,1025.731,8.762,0.000,1008.120,2.054,1.633,26.435,103.845,101.755,102.176,290.815,14.251,529.886,316.412,14.955,554.499,-1.339,0.056,-0.235,0.000,0.000,0.636,0.000,-0.035,0.002,-0.003,0.000,0.000,0.000,-1.326,0.209,-0.153,0.000,0.000,0.000,0.007,0.006,0.009,0.000,0.000,0.001,0.000,101.826,101.826,15.708,1.007
183.000,9.048,7.475,32.676,32.687,1025.724,7.592,0.000,1012.400,2.032,1.614,26.354,103.543,101.480,101.898,291.055,14.263,530.345,315.822,14.942,554.077,-1.134,0.044,-0.176,0.000,0.000,0.644,0.000,-0.027,0.002,-0.002,0.000,0.000,0.000,-1.071,0.163,-0.100,0.000,0.000,0.000,0.006,0.006,0.008,0.000,0.000,0.001,0.000,101.560,101.560,15.462,1.007
184.000,9.100,7.509,32.675,32.686,1025.717,6.279,0.000,1016.480,2.049,1.650,26.232,103.096,101.026,101.422,292.056,14.312,532.206,315.490,14.932,553.704,-0.839,0.025,-0.100,0.000,0.000,0.652,0.000,-0.016,0.001,-0.000,0.000,0.000,0.000,-0.689,0.094,-0.039,0.000,0.000,0.000,0.004,0.004,0.006,0.000,0.000,0.001,0.000,101.104,101.104,15.216,1.007
185.000,9.170,7.542,32.667,32.686,1025.711,6.398,0.000,1018.080,2.105,1.732,26.110,102.799,100.680,101.049,292.895,14.354,533.791,315.258,14.921,553.344,-0.614,0.012,-0.054,0.000,0.000,0.661,0.000,-0.009,0.001,0.000,0.000,0.000,0.000,-0.416,0.045,-0.012,0.000,0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.001,0.000,100.755,100.755,15.019,1.007
186.000,9.254,7.575,32.663,32.685,1025.704,6.494,0.000,1021.060,2.154,1.809,25.988,102.788,100.621,100.962,292.917,14.355,533.908,315.017,14.910,552.977,-0.627,0.013,-0.057,0.000,0.000,0.669,0.000,-0.008,0.001,0.000,0.000,0.000,0.000,-0.391,0.049,-0.007,0.000,0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.001,0.000,100.699,100.699,14.905,1.007
187.000,9.328,7.609,32.656,32.684,1025.698,4.966,0.000,1020.980,2.195,1.881,25.866,102.680,100.475,100.785,293.237,14.371,534.582,314.767,14.899,552.601,-0.614,0.014,-0.056,0.000,0.000,0.678,0.000,-0.006,0.001,0.001,0.000,0.000,0.000,-0.323,0.052,0.003,0.000,0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.001,0.000,100.541,100.541,14.806,1.007
188.000,9.400,7.644,32.644,32.684,1025.692,4.440,0.000,1020.620,2.287,1.997,25.846,102.902,100.601,100.888,292.747,14.347,533.769,314.507,14.888,552.218,-0.503,0.005,-0.033,0.000,0.000,0.683,0.000,-0.006,0.000,0.000,0.000,0.000,0.000,-0.279,0.019,-0.006,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.002,0.000,100.661,100.661,14.790,1.007
189.000,9.478,7.690,32.633,32.683,1025.687,4.655,0.000,1020.780,2.394,2.122,26.049,103.152,100.741,101.008,292.204,14.321,532.857,314.091,14.872,551.702,-0.489,0.003,-0.027,0.000,0.000,0.682,0.000,-0.007,0.000,-0.000,0.000,0.000,0.000,-0.283,0.012,-0.008,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.002,0.000,100.795,100.795,14.872,1.007
190.000,9.532,7.737,32.629,32.682,1025.681,5.061,0.000,1023.300,2.488,2.236,26.354,103.343,100.834,101.083,291.771,14.300,532.153,313.663,14.857,551.173,-0.544,0.004,-0.033,0.000,0.000,0.679,0.000,-0.008,0.000,-0.000,0.000,0.000,0.000,-0.318,0.014,-0.011,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.002,0.000,100.879,100.879,15.011,1.007
191.000,9.626,7.786,32.625,32.681,1025.675,5.539,0.000,1024.440,2.561,2.324,26.598,103.235,100.657,100.891,292.149,14.318,532.902,313.224,14.841,550.631,-0.568,0.005,-0.039,0.000,0.000,0.677,0.000,-0.007,0.000,-0.000,0.000,0.000,0.000,-0.281,0.020,-0.006,0.000,0.000,0.000,0.002,0.001,0.002,0.000,0.000,0.003,0.000,100.704,100.704,15.060,1.007
192.000,9.752,7.835,32.623,32.680,1025.668,7.329,0.000,1025.060,2.613,2.396,26.780,103.329,100.698,100.911,291.878,14.305,532.507,312.775,14.825,550.076,-0.640,0.007,-0.051,0.000,0.000,0.677,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,-0.312,0.028,-0.007,0.000,0.000,0.000,0.002,0.002,0.003,0.000,0.000,0.003,0.000,100.746,100.746,15.019,1.007
193.000,9.900,7.886,32.625,32.679,1025.660,8.594,0.000,1022.780,2.589,2.393,27.024,103.445,100.834,101.028,291.253,14.275,531.501,312.311,14.808,549.505,-0.898,0.022,-0.108,0.000,0.000,0.675,0.000,-0.012,0.001,0.000,0.000,0.000,0.000,-0.470,0.081,-0.006,0.000,0.000,0.000,0.004,0.004,0.005,0.000,0.000,0.003,0.000,100.880,100.880,14.937,1.007
194.000,10.040,7.949,32.626,32.678,1025.651,9.144,0.000,1020.580,2.519,2.329,27.268,103.789,101.239,101.427,289.662,14.197,528.754,311.730,14.788,548.806,-1.179,0.040,-0.185,0.000,0.000,0.673,0.000,-0.022,0.002,-0.001,0.000,0.000,0.000,-0.772,0.148,-0.038,0.000,0.000,0.000,0.006,0.005,0.008,0.000,0.000,0.002,0.000,101.283,101.283,14.855,1.007
195.000,10.210,8.013,32.626,32.677,1025.641,9.358,0.000,1019.360,2.440,2.240,27.329,104.035,101.558,101.756,288.156,14.124,526.152,311.134,14.767,548.092,-1.340,0.050,-0.236,0.000,0.000,0.675,0.000,-0.029,0.002,-0.002,0.000,0.000,0.000,-1.013,0.186,-0.083,0.000,0.000,0.000,0.006,0.006,0.009,0.000,0.000,0.002,0.000,101.602,101.602,14.790,1.007
196.000,10.344,8.078,32.626,32.675,1025.630,8.976,0.000,1020.000,2.367,2.155,27.341,104.206,101.797,102.008,286.749,14.055,523.761,310.523,14.745,547.364,-1.437,0.054,-0.266,0.000,0.000,0.678,0.000,-0.035,0.002,-0.003,0.000,0.000,0.000,-1.192,0.203,-0.124,0.000,0.000,0.000,0.007,0.006,0.009,0.000,0.000,0.002,0.000,101.842,101.842,14.741,1.007
197.000,10.450,8.144,32.624,32.674,1025.619,9.263,0.000,1021.140,2.320,2.096,27.415,104.143,101.781,102.005,286.099,14.024,522.714,309.897,14.724,546.622,-1.348,0.046,-0.234,0.000,0.000,0.680,0.000,-0.033,0.002,-0.003,0.000,0.000,0.000,-1.141,0.173,-0.117,0.000,0.000,0.000,0.006,0.006,0.009,0.000,0.000,0.001,0.000,101.819,101.819,14.692,1.007
198.000,10.534,8.212,32.624,32.672,1025.607,9.382,0.000,1023.320,2.266,2.027,27.408,103.970,101.667,101.904,285.768,14.008,522.219,309.257,14.702,545.868,-1.334,0.052,-0.238,0.000,0.000,0.684,0.000,-0.032,0.002,-0.003,0.000,0.000,0.000,-1.117,0.195,-0.107,0.000,0.000,0.000,0.007,0.006,0.009,0.000,0.000,0.001,0.000,101.695,101.695,14.626,1.007
199.000,10.622,8.278,32.623,32.671,1025.596,10.170,0.000,1023.200,2.209,1.960,27.195,103.682,101.441,101.689,285.858,14.013,522.471,308.618,14.680,545.132,-1.250,0.055,-0.219,0.000,0.000,0.693,0.000,-0.028,0.002,-0.001,0.000,0.000,0.000,-0.999,0.204,-0.074,0.000,0.000,0.000,0.007,0.006,0.009,0.000,0.000,0.000,0.000,101.470,101.470,14.651,1.007
200.000,10.682,8.344,32.621,32.670,1025.583,10.337,0.000,1021.160,2.126,1.861,26.805,103.596,101.439,101.703,285.285,13.985,521.515,307.969,14.659,544.396,-1.350,0.075,-0.258,0.000,0.000,0.706,0.000,-0.031,0.003,-0.001,0.000,0.000,0.000,-1.105,0.281,-0.077,0.000,0.000,0.000,0.008,0.008,0.011,0.000,0.000,0.000,0.000,101.461,101.461,14.634,1.007
201.000,10.732,8.412,32.620,32.668,1025.570,9.884,0.000,1019.540,2.050,1.762,26.354,103.620,101.539,101.826,284.352,13.939,519.873,307.306,14.637,543.652,-1.407,0.081,-0.276,0.000,0.000,0.721,0.000,-0.034,0.004,-0.002,0.000,0.000,0.000,-1.230,0.304,-0.105,0.000,0.000,0.000,0.008,0.008,0.012,0.000,0.000,0.000,0.000,101.572,101.572,14.675,1.007
202.000,10.794,8.480,32.621,32.667,1025.556,9.287,0.000,1019.020,2.007,1.701,25.841,103.609,101.570,101.877,283.597,13.902,518.545,306.630,14.615,542.899,-1.353,0.070,-0.251,0.000,0.000,0.738,0.000,-0.034,0.003,-0.002,0.000,0.000,0.000,-1.233,0.260,-0.116,0.000,0.000,0.000,0.008,0.007,0.011,0.000,0.000,0.000,0.000,101.611,101.611,14.675,1.007
203.000,10.874,8.549,32.621,32.666,1025.542,9.024,0.000,1018.920,1.995,1.680,25.329,103.558,101.532,101.848,283.073,13.877,517.651,305.942,14.592,542.138,-1.265,0.056,-0.215,0.000,0.000,0.756,0.000,-0.031,0.002,-0.002,0.000,0.000,0.000,-1.162,0.208,-0.107,0.000,0.000,0.000,0.007,0.006,0.009,0.000,0.000,0.000,0.000,101.577,101.577,14.587,1.007
