FILE INFORMATION:

   Simulation name: OSP-FM
   Simulation type: Realistic
   Domain:  
   dt: 1
   days: 740
   depth: 500
   strt_mon: 1
   strt_day: 1
   dt_save: 1
   lat: 50
   diagnostics: 1
   wind_scale: 1
   o2_sat_start: 1
   sat_start: 1
   wind_beta: 0.5
   param: l13
   sname: OSP-FM (full mixing)

DATA:

time [ ],mld_t [ ],deep_t [ ],mld_s [ ],deep_s [ ],deep_dens [ ],u10 [ ],ice [ ],slp [ ],do2ar [ ],do2n2 [ ],mld [ ],mld_o2sat [ ],mld_arsat [ ],mld_n2sat [ ],ceq_o2 [ ],ceq_ar [ ],ceq_n2 [ ],o2_deep [ ],ar_deep [ ],n2_deep [ ],o2_fd [ ],o2_fc [ ],o2_fp [ ],o2_fk [ ],o2_fw [ ],o2_fN [ ],o2_fe [ ],ar_fd [ ],ar_fc [ ],ar_fp [ ],ar_fk [ ],ar_fw [ ],ar_fe [ ],n2_fd [ ],n2_fc [ ],n2_fp [ ],n2_fk [ ],n2_fw [ ],n2_fe [ ],o2_deq [ ],ar_deq [ ],n2_deq [ ],upw [ ],kz [ ],dn2ar_deep [ ],n2fix [ ],n2pr [ ],n2pr_noMix [ ],dZ [ ],arsat_deep [ ]
0.000,6.303,5.181,32.639,33.461,1026.938,8.953,0.000,1007.800,0.000,0.000,98.537,100.000,100.000,100.000,311.194,15.242,564.000,303.103,15.568,577.566,0.000,0.000,0.000,0.000,0.000,-0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
1.000,6.296,5.166,32.636,33.452,1026.932,9.812,0.000,1006.060,-0.050,-0.057,98.537,100.488,100.539,100.546,309.520,15.160,560.966,303.169,15.574,577.791,-0.045,0.013,0.013,-0.019,0.000,-0.121,0.000,-0.002,0.001,0.001,0.001,0.000,0.000,-0.075,0.047,0.022,0.032,0.000,0.000,0.006,0.006,0.009,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
2.000,6.278,5.148,32.630,33.443,1026.927,10.767,0.000,1007.060,-0.097,-0.114,98.537,100.590,100.688,100.705,309.045,15.136,560.098,303.269,15.582,578.054,-0.058,0.018,0.017,-0.019,0.000,-0.118,0.000,-0.003,0.001,0.001,0.001,0.000,0.000,-0.107,0.068,0.026,0.033,0.000,0.000,0.007,0.007,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
3.000,6.256,5.132,32.624,33.433,1026.921,10.815,0.000,1009.660,-0.141,-0.172,98.537,100.405,100.547,100.577,309.493,15.158,560.892,303.401,15.589,578.290,-0.044,0.026,0.033,-0.018,0.000,-0.115,0.000,-0.003,0.001,0.002,0.001,0.000,0.000,-0.094,0.097,0.049,0.033,0.000,0.000,0.009,0.009,0.013,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
4.000,6.230,5.123,32.618,33.424,1026.915,9.120,0.000,1016.020,-0.184,-0.225,98.537,100.068,100.253,100.294,310.464,15.206,562.628,303.551,15.593,578.450,-0.010,0.026,0.045,-0.017,0.000,-0.111,0.000,-0.001,0.001,0.002,0.001,0.000,0.000,-0.045,0.098,0.065,0.034,0.000,0.000,0.009,0.009,0.013,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
5.000,6.200,5.115,32.612,33.419,1026.912,8.547,0.000,1021.580,-0.228,-0.273,98.537,99.369,99.596,99.641,312.622,15.311,566.512,303.727,15.597,578.572,0.052,0.014,0.038,-0.017,0.000,-0.108,0.000,0.002,0.001,0.002,0.001,0.000,0.000,0.056,0.051,0.055,0.034,0.000,0.000,0.006,0.006,0.009,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
6.000,6.170,5.109,32.610,33.416,1026.911,8.308,0.000,1026.040,-0.272,-0.317,98.537,98.763,99.032,99.077,314.566,15.406,570.001,303.898,15.599,578.653,0.098,0.011,0.041,-0.017,0.000,-0.105,0.000,0.004,0.000,0.002,0.001,0.000,0.000,0.130,0.040,0.059,0.035,0.000,0.000,0.005,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
7.000,6.140,5.107,32.614,33.416,1026.909,8.833,0.000,1026.780,-0.315,-0.359,98.293,98.283,98.594,98.637,316.168,15.485,572.870,304.047,15.600,578.678,0.134,0.010,0.045,-0.017,0.000,-0.102,0.000,0.006,0.000,0.002,0.001,0.000,0.000,0.185,0.036,0.066,0.035,0.000,0.000,0.005,0.005,0.007,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
8.000,6.106,5.114,32.620,33.412,1026.904,8.714,0.000,1024.380,-0.356,-0.398,98.049,98.179,98.530,98.571,316.609,15.506,573.634,304.196,15.598,578.611,0.152,0.012,0.057,-0.017,0.000,-0.099,0.000,0.007,0.001,0.003,0.001,0.000,0.000,0.208,0.045,0.083,0.035,0.000,0.000,0.006,0.006,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
9.000,6.068,5.125,32.624,33.406,1026.898,9.335,0.000,1019.540,-0.394,-0.436,98.049,98.360,98.749,98.790,316.108,15.482,572.686,304.384,15.594,578.501,0.135,0.012,0.051,-0.018,0.000,-0.095,0.000,0.006,0.001,0.003,0.001,0.000,0.000,0.174,0.043,0.073,0.035,0.000,0.000,0.006,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
10.000,6.030,5.127,32.633,33.400,1026.893,10.504,0.000,1011.180,-0.427,-0.473,98.049,98.762,99.186,99.231,314.886,15.422,570.429,304.583,15.594,578.496,0.108,0.015,0.055,-0.017,0.000,-0.092,0.000,0.004,0.001,0.003,0.001,0.000,0.000,0.119,0.056,0.075,0.034,0.000,0.000,0.007,0.006,0.009,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
11.000,5.996,5.129,32.642,33.395,1026.889,9.335,0.000,1004.380,-0.453,-0.509,98.049,99.502,99.955,100.012,312.562,15.308,566.174,304.744,15.594,578.488,0.048,0.024,0.058,-0.018,0.000,-0.089,0.000,0.000,0.001,0.003,0.001,0.000,0.000,0.003,0.088,0.072,0.034,0.000,0.000,0.009,0.008,0.012,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
12.000,5.970,5.130,32.643,33.392,1026.886,8.332,0.000,998.380,-0.477,-0.545,97.805,100.078,100.557,100.626,310.689,15.216,562.741,304.861,15.593,578.479,-0.010,0.015,0.025,-0.018,0.000,-0.086,0.000,-0.003,0.001,0.001,0.001,0.000,0.000,-0.091,0.056,0.023,0.034,0.000,0.000,0.007,0.006,0.010,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
13.000,5.950,5.131,32.645,33.391,1026.882,7.353,0.000,999.800,-0.499,-0.578,97.317,100.576,101.080,101.161,309.018,15.134,559.685,304.982,15.593,578.468,-0.048,0.010,0.008,-0.017,0.000,-0.083,0.000,-0.005,0.000,0.000,0.001,0.000,0.000,-0.152,0.036,-0.001,0.035,0.000,0.000,0.005,0.005,0.007,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
14.000,5.936,5.132,32.645,33.390,1026.879,6.661,0.000,1002.320,-0.522,-0.609,96.829,100.350,100.877,100.965,309.599,15.162,560.714,305.090,15.593,578.453,-0.027,0.006,0.007,-0.017,0.000,-0.080,0.000,-0.003,0.000,0.000,0.001,0.000,0.000,-0.112,0.022,0.000,0.035,0.000,0.000,0.004,0.004,0.005,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
15.000,5.928,5.134,32.642,33.390,1026.877,6.326,0.000,1007.120,-0.546,-0.638,96.341,100.036,100.586,100.679,310.479,15.205,562.293,305.202,15.592,578.429,-0.005,0.004,0.007,-0.016,0.000,-0.077,0.000,-0.002,0.000,0.000,0.001,0.000,0.000,-0.072,0.015,0.003,0.036,0.000,0.000,0.003,0.003,0.004,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
16.000,5.926,5.137,32.637,33.391,1026.875,6.923,0.000,1010.840,-0.570,-0.664,95.854,99.522,100.092,100.186,312.031,15.281,565.095,305.261,15.591,578.390,0.026,0.003,0.010,-0.016,0.000,-0.074,0.000,-0.000,0.000,0.000,0.001,0.000,0.000,-0.019,0.013,0.008,0.037,0.000,0.000,0.003,0.003,0.004,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
17.000,5.926,5.141,32.635,33.393,1026.874,7.735,0.000,1015.840,-0.593,-0.685,95.366,99.143,99.734,99.827,313.208,15.339,567.226,305.227,15.589,578.344,0.055,0.005,0.017,-0.016,0.000,-0.072,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.020,0.018,0.018,0.038,0.000,0.000,0.003,0.003,0.005,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
18.000,5.930,5.145,32.632,33.396,1026.875,8.666,0.000,1014.040,-0.614,-0.702,95.122,98.669,99.278,99.366,314.762,15.415,570.041,305.200,15.588,578.290,0.098,0.007,0.031,-0.017,0.000,-0.068,0.000,0.003,0.000,0.001,0.001,0.000,0.000,0.082,0.028,0.037,0.039,0.000,0.000,0.004,0.004,0.006,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
19.000,5.936,5.148,32.632,33.400,1026.876,9.454,0.000,1010.020,-0.631,-0.715,94.878,98.871,99.498,99.583,314.181,15.387,568.994,304.342,15.586,578.230,0.094,0.012,0.042,-0.018,0.000,-0.065,0.000,0.002,0.001,0.002,0.001,0.000,0.000,0.062,0.043,0.048,0.039,0.000,0.000,0.006,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
20.000,5.940,5.150,32.629,33.405,1026.879,9.740,0.000,1007.380,-0.643,-0.728,94.634,99.291,99.933,100.018,312.892,15.324,566.667,302.789,15.585,578.182,0.064,0.016,0.046,-0.021,0.000,-0.062,0.000,0.000,0.001,0.002,0.001,0.000,0.000,0.000,0.061,0.049,0.040,0.000,0.000,0.007,0.007,0.010,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
21.000,5.942,5.152,32.631,33.411,1026.883,10.433,0.000,1004.740,-0.654,-0.742,94.634,99.562,100.218,100.306,312.052,15.282,565.149,301.273,15.584,578.134,0.040,0.018,0.044,-0.028,0.000,-0.059,0.000,-0.001,0.001,0.002,0.001,0.000,0.000,-0.046,0.068,0.043,0.040,0.000,0.000,0.007,0.007,0.010,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
22.000,5.944,5.154,32.632,33.417,1026.888,9.717,0.000,1003.200,-0.663,-0.757,94.634,99.827,100.493,100.588,311.215,15.241,563.637,299.695,15.582,578.089,0.015,0.024,0.048,-0.034,0.000,-0.056,0.000,-0.003,0.001,0.002,0.001,0.000,0.000,-0.097,0.089,0.043,0.041,0.000,0.000,0.009,0.008,0.012,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
23.000,5.942,5.155,32.634,33.424,1026.893,9.167,0.000,1004.820,-0.674,-0.774,94.634,99.971,100.650,100.751,310.721,15.217,562.744,298.027,15.581,578.047,-0.000,0.018,0.033,-0.042,0.000,-0.052,0.000,-0.003,0.001,0.001,0.001,0.000,0.000,-0.117,0.068,0.024,0.042,0.000,0.000,0.007,0.007,0.010,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
24.000,5.936,5.156,32.637,33.430,1026.898,10.146,0.000,1006.500,-0.689,-0.794,94.634,99.793,100.486,100.592,311.233,15.242,563.668,296.408,15.580,578.011,0.016,0.015,0.030,-0.050,-0.000,-0.049,0.000,-0.002,0.001,0.001,0.001,0.000,0.000,-0.087,0.054,0.023,0.044,0.000,0.000,0.006,0.006,0.009,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
25.000,5.930,5.157,32.641,33.436,1026.902,9.191,0.000,1009.060,-0.704,-0.813,94.634,99.614,100.320,100.431,311.792,15.270,564.672,294.840,15.579,577.964,0.036,0.021,0.049,-0.058,-0.001,-0.046,0.000,-0.002,0.001,0.002,0.001,0.000,0.000,-0.068,0.080,0.045,0.045,0.001,0.000,0.008,0.008,0.011,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
26.000,5.920,5.157,32.644,33.442,1026.907,8.451,0.000,1011.060,-0.724,-0.835,94.634,99.349,100.073,100.186,312.621,15.310,566.167,293.081,15.579,577.942,0.056,0.015,0.040,-0.066,-0.001,-0.043,0.000,-0.000,0.001,0.001,0.001,0.000,0.000,-0.025,0.055,0.038,0.045,0.001,0.000,0.006,0.006,0.009,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
27.000,5.910,5.154,32.647,33.449,1026.913,8.284,0.000,1009.960,-0.748,-0.861,94.634,99.129,99.876,99.990,313.308,15.344,567.399,291.367,15.579,577.944,0.069,0.011,0.034,-0.075,-0.001,-0.040,0.000,0.001,0.000,0.001,0.001,0.000,0.000,0.004,0.040,0.033,0.046,0.001,0.000,0.005,0.005,0.008,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
28.000,5.904,5.150,32.650,33.457,1026.920,10.027,0.000,1005.600,-0.773,-0.888,94.634,99.209,99.982,100.097,313.034,15.330,566.890,289.722,15.580,577.965,0.061,0.010,0.030,-0.084,-0.001,-0.036,0.000,0.000,0.000,0.001,0.001,0.000,0.000,-0.011,0.037,0.027,0.046,0.001,0.000,0.005,0.005,0.007,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
29.000,5.904,5.144,32.650,33.466,1026.928,9.167,0.000,1002.500,-0.792,-0.912,94.634,99.618,100.413,100.535,311.719,15.266,564.502,288.147,15.581,578.004,0.034,0.020,0.047,-0.092,-0.001,-0.033,0.000,-0.002,0.001,0.001,0.001,0.000,0.000,-0.085,0.076,0.038,0.047,0.001,0.000,0.008,0.007,0.011,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
30.000,5.902,5.137,32.646,33.475,1026.936,7.902,0.000,1000.800,-0.813,-0.938,94.634,99.897,100.717,100.844,310.758,15.219,562.762,286.615,15.582,578.050,0.005,0.015,0.028,-0.102,-0.001,-0.030,0.000,-0.003,0.001,0.001,0.001,0.000,0.000,-0.125,0.054,0.014,0.048,0.000,0.000,0.006,0.006,0.009,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
31.000,5.898,5.130,32.643,33.484,1026.944,6.923,0.000,1003.920,-0.841,-0.971,94.634,100.019,100.868,101.000,310.254,15.194,561.848,285.151,15.584,578.091,-0.006,0.008,0.014,-0.111,-0.000,-0.027,0.000,-0.004,0.000,0.000,0.001,0.000,0.000,-0.128,0.030,0.002,0.049,0.000,0.000,0.005,0.004,0.006,0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
32.000,5.894,5.124,32.639,33.493,1026.951,6.923,0.000,1006.740,-0.876,-1.007,94.634,99.661,100.541,100.675,311.256,15.243,563.658,283.769,15.585,578.129,0.019,0.005,0.012,-0.121,-0.000,-0.024,0.000,-0.002,0.000,0.000,0.001,0.000,0.000,-0.075,0.018,0.004,0.051,0.000,0.000,0.003,0.003,0.005,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
33.000,5.898,5.118,32.631,33.500,1026.957,5.682,0.000,1011.360,-0.912,-1.044,94.634,99.340,100.254,100.388,312.167,15.288,565.304,282.472,15.586,578.167,0.040,0.005,0.015,-0.131,0.000,-0.021,0.000,-0.001,0.000,0.000,0.001,0.000,0.000,-0.043,0.018,0.009,0.053,0.000,0.000,0.003,0.003,0.005,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
34.000,5.900,5.112,32.631,33.505,1026.964,4.966,0.000,1019.560,-0.983,-1.113,94.878,98.838,99.819,99.950,313.589,15.358,567.885,281.264,15.588,578.213,0.059,0.002,0.010,-0.141,0.000,-0.018,-0.071,0.001,0.000,0.000,0.001,0.000,0.001,0.006,0.009,0.008,0.055,0.000,0.027,0.002,0.002,0.003,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
35.000,5.898,5.105,32.633,33.510,1026.971,6.947,0.000,1023.920,-1.088,-1.215,95.366,97.980,99.057,99.184,316.118,15.481,572.467,280.127,15.590,578.281,0.092,0.001,0.010,-0.152,0.000,-0.015,-0.147,0.003,0.000,0.000,0.001,0.000,0.001,0.068,0.005,0.010,0.056,0.000,0.055,0.001,0.001,0.002,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
36.000,5.904,5.098,32.632,33.515,1026.977,8.141,0.000,1024.100,-1.188,-1.309,95.854,97.519,98.691,98.812,317.480,15.548,574.931,278.994,15.592,578.362,0.162,0.005,0.033,-0.162,0.000,-0.012,-0.151,0.005,0.000,0.001,0.001,0.000,0.001,0.139,0.018,0.035,0.057,0.000,0.054,0.003,0.003,0.005,-0.000,0.000,0.500,0.000,NaN,NaN,10.000,1.000
37.000,5.910,5.091,32.632,33.518,1026.982,8.666,0.000,1022.200,-1.254,-1.367,96.098,97.513,98.752,98.865,317.492,15.549,574.960,277.971,15.594,578.438,0.192,0.009,0.054,-0.171,0.000,-0.009,-0.078,0.006,0.000,0.002,0.001,0.000,0.001,0.156,0.034,0.057,0.057,0.000,0.026,0.005,0.005,0.007,-0.000,0.000,0.500,0.000,NaN,NaN,10.021,1.000
38.000,5.910,5.084,32.635,33.520,1026.984,8.714,0.000,1016.640,-1.288,-1.394,96.098,97.730,99.005,99.112,316.860,15.518,573.823,277.062,15.597,578.525,0.187,0.011,0.062,-0.179,0.000,-0.007,0.000,0.005,0.001,0.002,0.001,0.000,0.000,0.130,0.043,0.063,0.057,0.000,0.000,0.006,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.021,1.000
39.000,5.910,5.078,32.635,33.520,1026.985,10.337,0.000,1009.740,-1.320,-1.424,96.098,98.270,99.585,99.690,315.129,15.433,570.686,276.272,15.599,578.598,0.141,0.012,0.053,-0.189,0.000,-0.004,0.000,0.002,0.001,0.002,0.001,0.000,0.000,0.048,0.044,0.046,0.057,0.000,0.000,0.006,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
40.000,5.908,5.075,32.638,33.519,1026.985,10.743,0.000,1003.620,-1.341,-1.449,96.098,98.940,100.284,100.395,312.990,15.328,566.813,275.606,15.601,578.654,0.101,0.023,0.071,-0.197,0.000,-0.001,0.000,-0.001,0.001,0.002,0.001,0.000,0.000,-0.061,0.085,0.050,0.057,0.000,0.000,0.008,0.008,0.012,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
41.000,5.890,5.073,32.641,33.516,1026.982,10.958,0.000,997.480,-1.356,-1.475,96.098,99.516,100.884,101.006,311.104,15.236,563.395,275.067,15.602,578.689,0.044,0.026,0.062,-0.206,0.000,0.002,0.000,-0.005,0.001,0.001,0.001,0.000,0.000,-0.170,0.098,0.026,0.058,0.000,0.000,0.009,0.009,0.013,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
42.000,5.862,5.074,32.646,33.510,1026.978,10.982,0.000,996.580,-1.369,-1.506,96.098,100.041,101.430,101.570,309.325,15.149,560.152,274.661,15.602,578.713,-0.011,0.028,0.047,-0.213,0.000,0.005,0.000,-0.008,0.001,0.000,0.001,0.000,0.000,-0.274,0.106,-0.004,0.060,0.000,0.000,0.010,0.009,0.014,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
43.000,5.818,5.076,32.650,33.502,1026.971,11.340,0.000,1000.000,-1.384,-1.540,96.098,100.020,101.424,101.584,309.240,15.145,559.967,274.392,15.602,578.710,-0.009,0.029,0.048,-0.221,0.000,0.007,0.000,-0.008,0.001,0.000,0.002,0.000,0.000,-0.276,0.107,-0.004,0.062,0.000,0.000,0.010,0.009,0.014,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
44.000,5.762,5.081,32.654,33.493,1026.964,11.555,0.000,1003.840,-1.398,-1.572,96.098,99.556,100.968,101.146,310.614,15.212,562.403,274.263,15.601,578.697,0.043,0.034,0.076,-0.228,0.000,0.010,0.000,-0.006,0.002,0.001,0.002,0.000,0.000,-0.207,0.126,0.028,0.064,0.000,0.000,0.010,0.010,0.015,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
45.000,5.712,5.086,32.658,33.482,1026.954,9.812,0.000,1010.760,-1.414,-1.603,96.098,99.053,100.474,100.667,312.209,15.290,565.229,274.414,15.601,578.680,0.102,0.037,0.105,-0.235,0.000,0.013,0.000,-0.003,0.002,0.003,0.002,0.000,0.000,-0.120,0.139,0.067,0.066,0.000,0.000,0.011,0.010,0.016,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
46.000,5.670,5.091,32.661,33.469,1026.944,9.597,0.000,1016.860,-1.448,-1.642,96.098,98.270,99.715,99.911,314.722,15.413,569.721,274.835,15.600,578.666,0.158,0.019,0.076,-0.240,0.000,0.016,0.000,0.002,0.001,0.002,0.002,0.000,0.000,0.019,0.069,0.061,0.067,0.000,0.000,0.007,0.007,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
47.000,5.634,5.095,32.663,33.456,1026.932,10.146,0.000,1021.760,-1.485,-1.678,96.098,97.615,99.087,99.282,316.929,15.520,573.667,275.400,15.600,578.663,0.217,0.017,0.087,-0.244,0.000,0.019,0.000,0.005,0.001,0.003,0.002,0.000,0.000,0.118,0.064,0.081,0.067,0.000,0.000,0.007,0.007,0.010,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
48.000,5.614,5.100,32.665,33.442,1026.922,10.194,0.000,1026.600,-1.550,-1.737,96.341,97.099,98.628,98.816,318.721,15.608,576.870,276.107,15.600,578.666,0.280,0.021,0.119,-0.248,0.000,0.022,-0.086,0.008,0.001,0.004,0.002,0.000,0.001,0.205,0.079,0.121,0.067,0.000,0.023,0.008,0.008,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
49.000,5.608,5.104,32.670,33.427,1026.911,8.738,0.000,1030.100,-1.612,-1.788,96.585,96.651,98.234,98.410,320.378,15.689,579.844,276.954,15.600,578.675,0.327,0.021,0.134,-0.250,0.000,0.025,-0.084,0.010,0.001,0.005,0.002,0.000,0.001,0.276,0.080,0.143,0.065,0.000,0.022,0.008,0.008,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
50.000,5.604,5.108,32.675,33.411,1026.898,9.287,0.000,1031.540,-1.650,-1.814,96.585,96.368,97.985,98.148,321.505,15.744,581.875,277.939,15.600,578.689,0.305,0.012,0.089,-0.251,0.000,0.028,0.000,0.010,0.001,0.003,0.001,0.000,0.000,0.271,0.044,0.094,0.062,0.000,0.000,0.006,0.005,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
51.000,5.598,5.111,32.680,33.395,1026.885,9.836,0.000,1035.380,-1.682,-1.832,96.585,96.299,97.947,98.096,321.975,15.767,582.721,279.060,15.600,578.713,0.332,0.015,0.109,-0.251,0.000,0.031,0.000,0.010,0.001,0.004,0.001,0.000,0.000,0.297,0.056,0.117,0.060,0.000,0.000,0.007,0.006,0.009,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
52.000,5.594,5.114,32.687,33.378,1026.871,8.929,0.000,1039.640,-1.709,-1.843,96.585,96.030,97.699,97.833,323.208,15.828,584.944,280.314,15.601,578.742,0.381,0.019,0.138,-0.251,0.000,0.035,0.000,0.012,0.001,0.005,0.001,0.000,0.000,0.361,0.070,0.152,0.057,0.000,0.000,0.007,0.007,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
53.000,5.588,5.118,32.694,33.361,1026.858,9.502,0.000,1040.180,-1.765,-1.885,96.829,95.694,97.414,97.532,324.554,15.894,587.373,281.698,15.602,578.777,0.373,0.013,0.109,-0.250,0.000,0.038,-0.076,0.013,0.001,0.004,0.001,0.000,0.000,0.372,0.048,0.122,0.054,0.000,0.016,0.006,0.006,0.008,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
54.000,5.570,5.121,32.698,33.343,1026.846,11.316,0.000,1035.380,-1.836,-1.942,97.317,95.694,97.484,97.589,324.753,15.903,587.725,283.151,15.602,578.814,0.395,0.016,0.131,-0.245,0.000,0.041,-0.145,0.013,0.001,0.005,0.001,0.000,0.001,0.388,0.061,0.146,0.050,0.000,0.030,0.007,0.007,0.010,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
55.000,5.534,5.125,32.703,33.325,1026.834,12.223,0.000,1029.840,-1.880,-1.976,97.805,96.201,98.043,98.140,323.384,15.836,585.225,284.651,15.603,578.838,0.421,0.033,0.210,-0.239,0.000,0.045,-0.138,0.012,0.001,0.008,0.001,0.000,0.000,0.365,0.123,0.226,0.045,0.000,0.026,0.010,0.010,0.015,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
56.000,5.492,5.130,32.707,33.307,1026.821,11.579,0.000,1023.600,-1.901,-1.998,98.293,96.757,98.632,98.729,321.918,15.764,582.529,286.261,15.603,578.844,0.397,0.049,0.256,-0.233,0.000,0.049,-0.132,0.010,0.002,0.009,0.001,0.000,0.000,0.282,0.181,0.262,0.040,0.000,0.022,0.013,0.012,0.018,-0.000,0.000,0.500,0.000,NaN,NaN,10.038,1.000
57.000,5.446,5.137,32.712,33.290,1026.809,11.579,0.000,1014.900,-1.919,-2.023,98.780,97.319,99.223,99.329,320.275,15.684,579.507,287.976,15.602,578.837,0.298,0.037,0.178,-0.226,0.000,0.053,-0.125,0.005,0.002,0.006,0.000,0.000,0.000,0.139,0.137,0.161,0.033,0.000,0.018,0.011,0.010,0.016,-0.000,0.000,0.500,0.000,NaN,NaN,10.100,1.000
58.000,5.396,5.143,32.716,33.273,1026.797,9.836,0.000,1007.880,-1.925,-2.044,99.268,98.083,100.008,100.130,317.889,15.567,575.137,289.792,15.602,578.828,0.208,0.037,0.143,-0.215,0.000,0.057,-0.117,0.000,0.002,0.004,0.000,0.000,0.000,-0.015,0.136,0.103,0.029,0.000,0.016,0.011,0.010,0.016,-0.000,0.000,0.500,0.000,NaN,NaN,10.116,1.000
59.000,5.352,5.149,32.718,33.256,1026.784,7.735,0.000,1004.640,-1.922,-2.057,99.512,98.653,100.586,100.725,316.056,15.477,571.762,291.684,15.601,578.819,0.118,0.018,0.065,-0.202,0.000,0.061,-0.054,-0.003,0.001,0.001,0.000,0.000,0.000,-0.109,0.068,0.025,0.027,0.000,0.007,0.007,0.007,0.011,-0.000,0.000,0.500,0.000,NaN,NaN,10.116,1.000
60.000,5.322,5.154,32.720,33.240,1026.772,7.258,0.000,1002.100,-1.929,-2.078,99.756,98.849,100.794,100.946,315.362,15.443,570.455,293.616,15.601,578.826,0.077,0.007,0.027,-0.188,0.000,0.065,-0.049,-0.003,0.000,0.000,0.000,0.000,0.000,-0.112,0.027,0.002,0.027,0.000,0.007,0.004,0.004,0.006,0.000,0.000,0.500,0.000,NaN,NaN,10.116,1.000
61.000,5.300,5.157,32.720,33.224,1026.760,7.640,0.000,1001.780,-1.932,-2.091,100.000,99.010,100.961,101.125,314.785,15.414,569.379,295.629,15.601,578.853,0.061,0.006,0.020,-0.172,-0.000,0.070,-0.044,-0.003,0.000,0.000,0.000,0.000,0.000,-0.125,0.021,-0.003,0.028,0.000,0.007,0.004,0.004,0.005,0.000,0.000,0.500,0.000,NaN,NaN,10.116,1.000
62.000,5.284,5.159,32.720,33.210,1026.749,7.735,0.000,1000.600,-1.911,-2.079,100.000,98.995,100.924,101.096,314.847,15.417,569.465,297.716,15.602,578.893,0.067,0.007,0.024,-0.154,-0.000,0.075,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,-0.128,0.025,-0.001,0.030,0.000,0.000,0.004,0.004,0.006,0.000,0.000,0.500,0.000,NaN,NaN,10.116,1.000
